Регион,Округ,Код участка,Адрес,Абаев Герман Борисович,Ящук Александр Михайлович,Лоев Семён Владимирович,Байр Марк Михайлович,Бредихин Антон Викторович,Данилова Анна Геннадьевна,Бабошина Алина Олеговна,ср
Москва,Список,77.041.17,"город Москва, Икшинская улица, дом 12 (ГБОУ школа №771)",0,0,0,0,0,0,0,0
Москва,Список,77.041.18,"город Москва, Учинская улица, дом 10 (ГБОУ ЦРТДЮ ""Гермес"")",0,0,0,0,0,0,0,0
Москва,Список,77.041.21,"город Москва, улица Софьи Ковалевской, дом 8А (ГБОУ школа №771)",0,0,0,0,0,0,0,0
Москва,Список,77.042.4,"город Москва, Дегунинская улица, дом 18 (ГБОУ ""Школа № 2100"")",0,0,0,0,0,0,0,0
Москва,Список,77.042.16,"город Москва, Базовская улица, дом 20А, строение 1 (ГБОУ ""Школа № 2098"")",0,0,0,0,0,0,0,0
Москва,Список,77.042.17,"город Москва, Базовская улица, дом 20А, строение 1 (ГБОУ ""Школа № 2098"")",0,0,0,0,0,0,0,0
Москва,Список,77.043.1,"город Москва, Большая Академическая улица, дом 6, корпус 1 (совет ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.043.9,"город Москва, проезд Черепановых, дом 44 (ГБУ города Москвы ""Центр социальной помощи семье и детям ""Коптево"")",0,0,0,0,0,0,0,0
Москва,Список,77.043.10,"город Москва, 4-й Новомихалковский проезд, дом 9А (ГБОУ города Москвы ""Школа №1576"", корпус №6)",0,0,0,0,0,0,0,0
Москва,Список,77.043.13,"город Москва, Большая Академическая улица, дом 77А (ГБОУ города Москвы ""Школа №1223"", школьное отделение №2)",0,0,0,0,0,0,0,0
Москва,Список,77.043.14,"город Москва, Большая Академическая улица, дом 77А (ГБОУ города Москвы ""Школа №1223"", школьное отделение №2)",0,0,0,0,0,0,0,0
Москва,Список,77.043.15,"город Москва, 4-й Новомихалковский проезд, дом 9А (ГБОУ города Москвы ""Школа №1576"", корпус №6)",0,0,0,0,0,0,0,0
Москва,Список,77.043.24,"город Москва, Большая Академическая улица, дом 22А (ГБОУ города Москвы ""Школа №1576"", корпус №1)",0,0,0,0,0,0,0,0
Москва,Список,77.045.2,"город Москва, 4-я улица Новосёлки, дом 2 (управа Молжаниновского района)",0,0,0,0,0,0,0,0
Москва,Список,77.046.1,"город Москва, улица Верхняя Масловка, дом 26 (ГБОУ ""Школа  № 1601 имени героя Советского Союза Е.К. Лютикова"")",0,0,0,0,0,0,0,0
Москва,Список,77.046.10,"город Москва, Вятская улица, дом 29 (ГБОУ ""Школа № 1601 имени героя Советского Союза Е.К. Лютикова"")",0,0,0,0,0,0,0,0
Москва,Список,77.046.14,"город Москва, Полтавская улица, дом 3 (ГБОУ ""Школа № 1601 имени героя Советского Союза Е.К. Лютикова"")",0,0,0,0,0,0,0,0
Москва,Список,77.047.1,"город Москва, улица Сальвадора Альенде, дом 9 (ГБОУ Школа №1251, учебный корпус 3)",0,0,0,0,0,0,0,0
Москва,Список,77.047.2,"город Москва, улица Сальвадора Альенде, дом 6 (ГБОУ Школа № 1251, учебный корпус 2)",0,0,0,0,0,0,0,0
Москва,Список,77.047.4,"город Москва, улица Панфилова, дом 4, корпус 3 (Совет ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.047.6,"город Москва, Светлый проезд, дом 2А (Технический пожарно-спасательный колледж)",0,0,0,0,0,0,0,0
Москва,Список,77.047.8,"город Москва, Дубосековская улица, дом 3 (ГБОУ Школа № 1252)",0,0,0,0,0,0,0,0
Москва,Список,77.047.9,"город Москва, улица Врубеля, дом 6 (ГБОУ СОШ № 149)",0,0,0,0,0,0,0,0
Москва,Список,77.047.11,"город Москва, Песчаная улица, дом 5 (ГБОУ Школа № 1384)",0,0,0,0,0,0,0,0
Москва,Список,77.047.12,"город Москва, Новопесчаная улица, дом 2А (ГБУ ""Жилищник района Сокол"")",0,0,0,0,0,0,0,0
Москва,Список,77.047.13,"город Москва, Новопесчаная улица, дом 15 (ГБОУ Школа № 1384)",0,0,0,0,0,0,0,0
Москва,Список,77.047.14,"город Москва, Новопесчаная улица, дом 23, корпус 1 (Домовой комитет)",0,0,0,0,0,0,0,0
Москва,Список,77.048.5,"город Москва, улица Вучетича, дом 6 (ГБОУ г.Москвы ""Школа №218"")",0,0,0,0,0,0,0,0
Москва,Список,77.048.7,"город Москва, Тимирязевская улица, дом 14А (ГБОУ г.Москвы ""Школа №1454 ""Тимирязевская"" ШОП ""ТИМИРЯЗЕВСКАЯ"")",0,0,0,0,0,0,0,0
Москва,Список,77.048.9,"город Москва, Дмитровское шоссе, дом 43, корпус 2 (ГБОУ г.Москвы ""Школа №1454 ""Тимирязевская"" ШОП ""ДМИТРОВСКАЯ"")",0,0,0,0,0,0,0,0
Москва,Список,77.048.13,"город Москва, Линейный проезд, дом 9 (ГБОУ ДО г.Москвы "" Центр развития творчества детей и юношества ""Гермес"" Гермес на Линейном)",0,0,0,0,0,0,0,0
Москва,Список,77.048.15,"город Москва, Линейный проезд, дом 11 (ГБОУ г.Москвы ""Школа №1213"", корпус № 2)",0,0,0,0,0,0,0,0
Москва,Список,77.048.17,"город Москва, Дмитровское шоссе, дом 43, корпус 2 (ГБОУ г.Москвы ""Школа №1454 ""Тимирязевская"" ШОП ""ДМИТРОВСКАЯ"")",0,0,0,0,0,0,0,0
Москва,Список,77.048.19,"город Москва, улица Немчинова, дом 8 (ГБОУ г.Москвы ""Школа №1454 ""Тимирязевская"" ШОП ""НЕМЧИНОВА"")",0,0,0,0,0,0,0,0
Москва,Список,77.048.21,"город Москва, Тимирязевская улица, дом 14А (ГБОУ г.Москвы ""Школа №1454 ""Тимирязевская"" ШОП ""ТИМИРЯЗЕВСКАЯ"")",0,0,0,0,0,0,0,0
Москва,Список,77.050.3,"город Москва, Хорошёвское шоссе, дом 66 (ООО ""ЖКХ-Север"")",0,0,0,0,0,0,0,0
Москва,Список,77.050.5,"город Москва, Хорошевское шоссе, дом 52, корпус 2 (Совет ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.050.6,"город Москва, Хорошёвское шоссе, дом 82, корпус 7 (ГБУ ТЦСО ""Беговой"" филиал ""Хорошевский"")",0,0,0,0,0,0,0,0
Москва,Список,77.050.9,"город Москва, улица Куусинена, дом 17, корпус 3 (Общественный центр)",0,0,0,0,0,0,0,0
Москва,Список,77.050.11,"город Москва, проезд Аэропорта, дом 10 (ГБОУ школа № 1287, 1 учебный корпус)",0,0,0,0,0,0,0,0
Москва,Список,77.050.12,"город Москва, Ленинградский проспект, дом 57 (ГКУ ""Инженерная служба Хорошевского района"")",0,0,0,0,0,0,0,0
Москва,Список,77.050.13,"город Москва, Ходынский бульвар, дом 15 (Администрация МО Хорошевский в г. Москве)",0,0,0,0,0,0,0,0
Москва,Список,77.050.14,"город Москва, Ходынский бульвар, дом 15 (Администрация МО Хорошевский в г. Москве)",0,0,0,0,0,0,0,0
Москва,Список,77.050.15,"город Москва, Ходынский бульвар, дом 7 (ГБОУ гимназия № 1409)",0,0,0,0,0,0,0,0
Москва,Список,77.050.16,"город Москва, Ходынский бульвар, дом 7 (ГБОУ гимназия № 1409)",0,0,0,0,0,0,0,0
Москва,Список,77.050.17,"город Москва, улица Поликарпова, дом 3А (ГБОУ школа № 1288, структурное подрахзделение  № 7)",0,0,0,0,0,0,0,0
Москва,Список,77.050.19,"город Москва, Хорошёвское шоссе, дом 12, корп. 1 (секция № 6 (помещение ГБУ ""Жилищник Хорошевского района""))",0,0,0,0,0,0,0,0
Москва,Список,77.050.20,"город Москва, улица Зорге, дом 4 (ГБОУ школа № 141, здание № 1)",0,0,0,0,0,0,0,0
Москва,Список,77.051.2,"город Москва, Новоалексеевская улица, дом 6 (ГБОУ Школа №1539)",0,0,0,0,0,0,0,0
Москва,Список,77.051.4,"город Москва, улица Павла Корчагина, дом 18 (ГБОУ Школа №1503)",0,0,0,0,0,0,0,0
Москва,Список,77.051.5,"город Москва, улица Павла Корчагина, дом 18 (ГБОУ Школа №1503)",0,0,0,0,0,0,0,0
Москва,Список,77.051.12,"город Москва, Староалексеевская улица, дом 1 (ГБОУ Школа №1539)",0,0,0,0,0,0,0,0
Москва,Список,77.051.14,"город Москва, Маломосковская улица, дом 7 (ГБОУ Школа №1539)",0,0,0,0,0,0,0,0
Москва,Список,77.051.17,"город Москва, Ярославская улица, дом 27 (ГБОУ школа №293 им. А.Т.Твардовского)",0,0,0,0,0,0,0,0
Москва,Список,77.051.19,"город Москва, улица Касаткина, дом 13 (помещение проходной ОКБ им. А. Люльки)",0,0,0,0,0,0,0,0
Москва,Список,77.052.6,"город Москва, Стандартная улица, дом 4А (Колледжа автомобильного транспорта № 9)",0,0,0,0,0,0,0,0
Москва,Список,77.052.8,"город Москва, Бибиревская улица, дом 5 (ГБОУ Школа № 1370)",0,0,0,0,0,0,0,0
Москва,Список,77.052.13,"город Москва, Костромская улица, дом 14, корпус 1 (ГБОУ Школа № 1370)",0,0,0,0,0,0,0,0
Москва,Список,77.053.7,"город Москва, Ленская улица, дом 6 (ГБОУ ""Школа № 281"", учебный корпус № 2)",0,0,0,0,0,0,0,0
Москва,Список,77.053.15,"город Москва, Ленская улица, дом 24 (ГБОУ ""Школа № 1558 имени Росалии де Кастро"" СП № 1)",0,0,0,0,0,0,0,0
Москва,Список,77.053.20,"город Москва, Олонецкий проезд, дом 6 (ГБОУ ""Школа № 1095"" СП № 7)",0,0,0,0,0,0,0,0
Москва,Список,77.053.24,"город Москва, Олонецкий проезд, дом 6 (ГБОУ ""Школа № 1095"" СП № 7)",0,0,0,0,0,0,0,0
Москва,Список,77.053.25,"город Москва, Староватутинский проезд, дом 8, корпус 1 (ГБПОУ ""Первый Московский образовательный Комплекс"")",0,0,0,0,0,0,0,0
Москва,Список,77.054.15,"город Москва, улица Конёнкова, дом 4А (ГБОУ г.Москвы ""Школа ""Многопрофильный комплекс Бибирево"", шк.отд. №3)",0,0,0,0,0,0,0,0
Москва,Список,77.055.5,"город Москва, улица Гончарова, дом 15Б (ГБОУ Школа №1236, школьное подразделение № 250)",0,0,0,0,0,0,0,0
Москва,Список,77.055.13,"город Москва, улица Яблочкова, дом 43 (ГБУК г. Москвы ""ЦБС СВАО"" Библиотека № 51)",0,0,0,0,0,0,0,0
Москва,Список,77.056.16,"город Москва, Новгородская улица, дом 8 (здание ГБОУ Школа № 1416)",0,0,0,0,0,0,0,0
Москва,Список,77.057.1,"город Москва, Изумрудная улица, дом 13, корпус 3 (ГБОУ Школа №1955)",0,0,0,0,0,0,0,0
Москва,Список,77.057.5,"город Москва, Янтарный проезд, дом 2 (ГБОУ Школа №1381)",0,0,0,0,0,0,0,0
Москва,Список,77.057.7,"город Москва, улица Коминтерна, дом 52 (ГБОУ Школа №1381)",0,0,0,0,0,0,0,0
Москва,Список,77.057.9,"город Москва, Норильская улица, дом 4 (ГБОУ Школа №1381)",0,0,0,0,0,0,0,0
Москва,Список,77.057.15,"город Москва, Стартовая улица, дом 27, корпус 3 (ГБОУ Школа №763)",0,0,0,0,0,0,0,0
Москва,Список,77.057.18,"город Москва, Таймырская улица, дом 3 (ГБОУ Школа №763)",0,0,0,0,0,0,0,0
Москва,Список,77.058.2,"город Москва, Ботаническая улица, дом 11А (ГБОУ ""Школа № 1494"" СП начальная школа)",0,0,0,0,0,0,0,0
Москва,Список,77.058.3,"город Москва, Большая Марфинская улица, дом 1, корпус 5 (ГБОУ ""Школа № 1494"" средняя и старшая школа)",0,0,0,0,0,0,0,0
Москва,Список,77.058.6,"город Москва, Малая Ботаническая улица, дом 24Б (ГКОУ ""Кадетская школа-интернат  № 5 ""Преображенский кадетский корпус"")",0,0,0,0,0,0,0,0
Москва,Список,77.058.8,"город Москва, Гостиничная улица, дом 8, корпус 1 (ГБОУ ""Школа № 1494"" СП школа № 278)",0,0,0,0,0,0,0,0
Москва,Список,77.059.6,"город Москва, 1-й проезд Марьиной Рощи, дом 3А (УК № 4 ГБОУ ""Школа Марьина Роща им. В.Ф. Орлова"")",0,0,0,0,0,0,0,0
Москва,Список,77.059.16,"город Москва, Анненский проезд, дом 1 (ЗАО ""Оливеста"")",0,0,0,0,0,0,0,0
Москва,Список,77.060.2,"город Москва, улица Годовикова, дом 4, строение 1 (ГБОУ ""Школа № 1531 имени С.К.Годовикова"", отделение ""Гимназия"")",0,0,0,0,0,0,0,0
Москва,Список,77.060.4,"город Москва, улица Годовикова, дом 16А (ГБОУ ""Школа №1531 имени С.К.Годовикова"" отделение ""Образовательная школа"")",0,0,0,0,0,0,0,0
Москва,Список,77.060.5,"город Москва, Годовикова улица, дом 16а (ГБОУ города Москвы ""Школа ""1531 имени С.Годовикова"", отделение ""Образовательная школа"")",0,0,0,0,0,0,0,0
Москва,Список,77.060.6,"город Москва, проспект Мира, дом 101, строение 1 (ОАО ""Гипромез"")",0,0,0,0,0,0,0,0
Москва,Список,77.060.7,"город Москва, Аргуновская улица, дом 2, корпус 1 (гостиница ""Звездная"")",0,0,0,0,0,0,0,0
Москва,Список,77.060.10,"город Москва, 3-я Новоостанкинская улица, дом 6 (ГБОУ ""Многопрофильная школа № 1220"", Образовательная площадка Авиации и Космонавтики)",0,0,0,0,0,0,0,0
Москва,Список,77.060.11,"город Москва, улица Кондратюка, дом 5 (ГБОУ ""Многопрофильная школа № 1220"", Образовательная площадка Останкинский дворик)",0,0,0,0,0,0,0,0
Москва,Список,77.060.14,"город Москва, Аргуновская улица, дом 12, корпус 2, строение 1 (ГБОУ ""Многопрофильная школа №1220"", Образовательная площадка Планета)",0,0,0,0,0,0,0,0
Москва,Список,77.060.18,"город Москва, улица Академика Королева, дом 10 (ЗАО УК ""Капитал-Инвест"")",0,0,0,0,0,0,0,0
Москва,Список,77.061.3,"город Москва, Алтуфьевское шоссе, дом 12, корпус 1 (ГБОУ ""Школа № 962"")",0,0,0,0,0,0,0,0
Москва,Список,77.061.18,"город Москва, Алтуфьевское шоссе, дом 42Б (ГБОУ ""Школа № 1411"")",0,0,0,0,0,0,0,0
Москва,Список,77.061.25,"город Москва, Северный бульвар, дом 11 (ГБОУ ""Школа № 1411"")",0,0,0,0,0,0,0,0
Москва,Список,77.061.27,"город Москва, улица Бестужевых, дом 25Б (ГБОУ ""Школа № 1411"")",0,0,0,0,0,0,0,0
Москва,Список,77.062.1,"город Москва, Сельскохозяйственная улица, дом 20, корпус 1 (ГБОУ СШ № 1499 ШО № 3)",0,0,0,0,0,0,0,0
Москва,Список,77.062.3,"город Москва, Сельскохозяйственная улица, дом 20, корпус 1 (ГБОУ СШ № 1499 ШО № 3)",0,0,0,0,0,0,0,0
Москва,Список,77.062.7,"город Москва, Ростокинская улица, дом 3 (ГБОУ СШ № 1499 ШО № 1)",0,0,0,0,0,0,0,0
Москва,Список,77.062.8,"город Москва, Будайская улица, дом 2, строение 5 (ЦКБ им. Семашко)",0,0,0,0,0,0,0,0
Москва,Список,77.063.5,"город Москва, улица Амундсена, дом 11, корпус 3 (ГБОУ города Москвы ""Школа ""Свиблово"")",0,0,0,0,0,0,0,0
Москва,Список,77.063.7,"город Москва, 1-й Ботанический проезд, дом 2 (ГБОУ города Москвы ""Школа ""Свиблово"")",0,0,0,0,0,0,0,0
Москва,Список,77.063.10,"город Москва, улица Седова, дом 4, корпус 1 (ГБОУ города Москвы ""Школа ""Свиблово"")",0,0,0,0,0,0,0,0
Москва,Список,77.064.27,"город Москва, улица Грекова, дом 3, корпус 1 (Учебный корпус ГАОУ института СПО им. К.Д. Ушинского ""Колледж Медведково"" ВО МГПУ)",0,0,0,0,0,0,0,0
Москва,Список,77.064.29,"город Москва, улица Тихомирова, дом 10, корпус 1 (ГБПОУ ""1-й МОК"", факультет ""Реклама"")",0,0,0,0,0,0,0,0
Москва,Список,77.067.1,"город Москва, улица Проходчиков, дом 12 (общественно-культурный центр)",0,0,0,0,0,0,0,0
Москва,Список,77.067.2,"город Москва, улица Ротерта, дом 5 (ГБОУ г. Москвы ""Многопрофильная Школа 1537 ""Информационные технологии ""Центр образования"")",0,0,0,0,0,0,0,0
Москва,Список,77.067.16,"город Москва, Палехская улица, дом 10 (ГБОУ г.Москвы ""Многопрофильная Школа №1374"")",0,0,0,0,0,0,0,0
Москва,Список,77.067.21,"город Москва, Лосевская улица, дом 9 (ГБОУ Школа № 760 им. А.П. Маресьева школьное отделение № 1137)",0,0,0,0,0,0,0,0
Москва,Список,77.069.3,"город Москва, улица Рословка, дом 8 (ГБОУ г. Москвы ""Лицей № 1564 им. Героя Советского Союза А.П. Белобородова"")",0,0,0,0,0,0,0,0
Москва,Список,77.069.14,"город Москва, улица Барышиха, дом 17, корпус 1 (ГБОУ города Москвы ""Школа № 1944"")",0,0,0,0,0,0,0,0
Москва,Список,77.070.4,"город Москва, улица Габричевского, дом 8, корпус 1 (ГБУК г. Москвы ""ЦБС СЗАО"", Библиотека №234)",0,0,0,0,0,0,0,0
Москва,Список,77.071.10,"город Москва, улица Вилиса Лациса, дом 21 (культурно-спортивный комплекс РХТУ им. Д.И.Менделеева)",0,0,0,0,0,0,0,0
Москва,Список,77.072.7,"город Москва, улица Кулакова, дом 3, корпус 1 (ГБОУ города Москвы ""Школа №69 имени Б.Ш. Окуджавы"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.8,"город Москва, улица Исаковского, дом 14, корпус 3 (ГБОУ города Москвы ""Школа № 1519"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.14,"город Москва, улица Маршала Катукова, дом 21, корпус 2 (ГБОУ города Москвы ""Школа № 1519"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.16,"город Москва, улица Исаковского, дом 29, корпус 1 (ГБОУ города Москвы ""Школа № 1302"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.18,"город Москва, улица Исаковского, дом 29, корпус 1 (ГБОУ города Москвы ""Школа № 1302"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.22,"город Москва, улица Маршала Катукова, дом 12, корпус 3 (ГБОУ города Москвы ""Школа № 86 имени М.Е. Катукова"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.28,"город Москва, улица Кулакова, дом 25, корпус 2 (ГБОУ города Москвы ""Школа № 705"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.32,"город Москва, Строгинский бульвар, дом 14, корпус 5 (ГБОУ города Москвы ""Школа № 705"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.35,"город Москва, улица Твардовского, дом 20 (ГБОУ города Москвы ""Школа № 1619 имени М.И. Цветаевой"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.41,"город Москва, Таллинская улица, дом 16, корпус 4 (ГБОУ города Москвы ""Школа №1155"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.45,"город Москва, Таллинская улица, дом 16, корпус 4 (ГБОУ города Москвы ""Школа № 1155"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.46,"СНТ Талицы-1 (около автобусной остановки ""Поворот на тубдиспансер"")",0,0,0,0,0,0,0,0
Москва,Список,77.072.47,Деревня Воскресенки (около магазина),0,0,0,0,0,0,0,0
Москва,Список,77.073.26,"город Москва, улица Маршала Тухачевского, дом 20, корпус 1 (ГБОУ ДО ДТДМ ""Хорошево"")",0,0,0,0,0,0,0,0
Москва,Список,77.073.36,"город Москва, Живописная улица, дом 2, корпус 2 (ГБОУ Школа № 1517)",0,0,0,0,0,0,0,0
Москва,Список,77.073.41,"город Москва, улица Маршала Тухачевского, дом 58, корпус 2 (ГБОУ Школа № 1517)",0,0,0,0,0,0,0,0
Москва,Список,77.073.45,"город Москва, улица Паршина, дом 39 (ГБОУ ""Курчатовская школа"")",0,0,0,0,0,0,0,0
Москва,Список,77.073.47,"город Москва, улица Народного Ополчения, дом 16, корпус 4 (ГБОУ Школа № 1522 им. В.И. Чуркина)",0,0,0,0,0,0,0,0
Москва,Список,77.075.3,"город Москва, улица Свободы, дом 26 (ГБОУ ""Школа №1551"")",0,0,0,0,0,0,0,0
Москва,Список,77.075.6,"город Москва, улица Свободы, дом 42, корпус 2 (ГБОУ ""Школа №1551"")",0,0,0,0,0,0,0,0
Москва,Список,77.075.14,"город Москва, улица Фабрициуса, дом 26 (ГБПОУ г. Москвы ""Колледж полиции"")",0,0,0,0,0,0,0,0
Москва,Список,77.075.20,"город Москва, Сходненская улица, дом 35 (ГБОУ ""Школа №2097"")",0,0,0,0,0,0,0,0
Москва,Список,77.075.24,"город Москва, проезд Донелайтиса, дом 12, корпус 2 (ОДС)",0,0,0,0,0,0,0,0
Москва,Список,77.076.1,"город Москва, Шубинский переулок, дом 6, строение 1 (Типография  ""Наука"" ФГУП ""Издательство ""Наука"")",0,0,0,0,0,0,0,0
Москва,Список,77.076.2,"город Москва, Шубинский переулок, дом 6, строение 1 (Типография ""Наука"" ФГУП ""Издательство ""Наука"")",0,0,0,0,0,0,0,0
Москва,Список,77.076.6,"город Москва, улица Арбат, дом 30/3, строение 3 (Совет ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.077.1,"город Москва, Армянский переулок, дом 3-5, строение 9 (ГКОУ ""Школа № 2124"")",0,0,0,0,0,0,0,0
Москва,Список,77.077.2,"город Москва, Большой Трёхсвятительский переулок, дом 4 (ГБОУ Школа ""Покровский квартал"")",0,0,0,0,0,0,0,0
Москва,Список,77.077.3,"город Москва, переулок Огородная слобода, дом 6, строение 1 (здание ГБОУ ДО ДТДиМ ""На Стопани"")",0,0,0,0,0,0,0,0
Москва,Список,77.077.4,"город Москва, Чаплыгина ул, дом 9, строение 3 (ГБОУ Школа ""Покровский квартал"")",0,0,0,0,0,0,0,0
Москва,Список,77.077.5,"город Москва, Большой Казённый переулок, дом 9 (ГБОУ Школа ""Покровский квартал"")",0,0,0,0,0,0,0,0
Москва,Список,77.077.9,"город Москва, Старая Басманная улица, дом 35 (ГБОУ ""Школа № 354 им. Д.М. Карбышева"")",0,0,0,0,0,0,0,0
Москва,Список,77.077.17,"город Москва, Бауманская улица, дом 39 (Совет ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.077.22,"город Москва, улица Госпитальный вал, дом 5, корпус 18 (Совет ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.078.2,"город Москва, Большая Татарская улица, дом 32 (ГБУК ""ЦБС ЦАО"" № 13 имени Н.Г.Чернышевского)",0,0,0,0,0,0,0,0
Москва,Список,77.078.6,"город Москва, улица Бахрушина, дом 24, строение 1 (ГБОУ Школа № 627)",0,0,0,0,0,0,0,0
Москва,Список,77.079.1,"город Москва, улица Сретенка, дом 20 (ГБОУ школа № 1500)",0,0,0,0,0,0,0,0
Москва,Список,77.079.2,"город Москва, Верхняя Красносельская улица, дом 34 (Совет ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.079.3,"город Москва, Скорняжный переулок, дом 3, строение 1 (ГБОУ Пушкинский лицей № 1500)",0,0,0,0,0,0,0,0
Москва,Список,77.079.8,"город Москва, Верхняя Красносельская улица, дом 7А (ГБУ Спортивная школа олимпийского резерва №27 ""Сокол"" Москомспорта)",0,0,0,0,0,0,0,0
Москва,Список,77.081.2,"город Москва, Столовый переулок, дом 10/2, строение 1 (ГБОУ Школа № 2123 им. М. Эрнандеса)",0,0,0,0,0,0,0,0
Москва,Список,77.081.10,"город Москва, Большой Кондратьевский переулок, дом 3 (ГБОУ ""Романовская школа"")",0,0,0,0,0,0,0,0
Москва,Список,77.081.15,"город Москва, улица Красная Пресня, дом 26, строение 1 (ГКУ ИС Пресненского района)",0,0,0,0,0,0,0,0
Москва,Список,77.081.16,"город Москва, Большой Трёхгорный переулок, дом 3 (ГБОУ Школа № 1241)",0,0,0,0,0,0,0,0
Москва,Список,77.081.18,"город Москва, улица Николаева, дом 5 (ГБОУ Школа № 1241)",0,0,0,0,0,0,0,0
Москва,Список,77.081.23,"город Москва, 2-я Черногрязская улица, дом 7, строение 1 (ГБОУ Школа № 2055)",0,0,0,0,0,0,0,0
Москва,Список,77.081.26,"город Москва, улица Антонова-Овсеенко, дом 6, строение 1 (ПОУ Автомобильная школа ЦАО г. Москвы ДОСААФ России)",0,0,0,0,0,0,0,0
Москва,Список,77.081.29,"город Москва, Шмитовский проезд, дом 26 (ГБПОУ ДЗМ ""МК № 5"")",0,0,0,0,0,0,0,0
Москва,Список,77.081.32,"город Москва, Шелепихинская набережная, дом 22 (Досуговый клуб)",0,0,0,0,0,0,0,0
Москва,Список,77.082.1,"город Москва, Котельническая набережная, дом 1/15, корпус Б (досуговое учреждение)",0,0,0,0,0,0,0,0
Москва,Список,77.082.2,"город Москва, улица Земляной вал, дом 44А, строение 1 (ГБОУ Школа ""Покровский квартал"")",0,0,0,0,0,0,0,0
Москва,Список,77.082.3,"город Москва, улица Земляной вал, дом 44А, строение 1 (ГБОУ Школа ""Покровский квартал"")",0,0,0,0,0,0,0,0
Москва,Список,77.082.5,"город Москва, улица Земляной вал, дом 68, строение 1 (ГБУ ТЦСО""Таганский"")",0,0,0,0,0,0,0,0
Москва,Список,77.082.11,"город Москва, Товарищеский переулок, дом 21 (ГБОУ Школа № 1270 ""Вектор"")",0,0,0,0,0,0,0,0
Москва,Список,77.082.24,"город Москва, Рабочая улица, дом 30, строение 3 (ФОК ""На Таганке"" ГБУ ""ЦФКиС ЦАО г. Москвы"" Москомспорта)",0,0,0,0,0,0,0,0
Москва,Список,77.082.32,"город Москва, 2-я Дубровская улица, дом 3 (ГБОУ Школа №498)",0,0,0,0,0,0,0,0
Москва,Список,77.083.2,"город Москва, Лесная улица, дом 61, строение 1 (ГБУ ""Жилищник района Тверской"")",0,0,0,0,0,0,0,0
Москва,Список,77.083.3,"город Москва, 4-й Лесной переулок, дом 6 (ГБОУ Школа № 1574)",0,0,0,0,0,0,0,0
Москва,Список,77.083.4,"город Москва, 1-я Миусская улица, дом 4 (ГБОУ Школа № 1574)",0,0,0,0,0,0,0,0
Москва,Список,77.083.7,"город Москва, 2-я Тверская-Ямская улица, дом 46, строение 1 (ГБОУ Школа № 1574)",0,0,0,0,0,0,0,0
Москва,Список,77.083.9,"город Москва, Никитский переулок, дом 7, строение 1 (ПАО ""Центральный телеграф"")",0,0,0,0,0,0,0,0
Москва,Список,77.083.12,"город Москва, Большой Каретный переулок, дом 17, строение 1 (помещение Совета ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.083.14,"127006, город Москва, Делегатская улица, дом 14/2, помещение досугового клуба",0,0,0,0,0,0,0,0
Москва,Список,77.083.17,"город Москва, Новослободская улица, дом 14/19, строение 8 (помещение Совета Ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.083.18,"127055, город Москва, Тихвинский переулок, дом 3, ГБОУ Школа № 1501",0,0,0,0,0,0,0,0
Москва,Список,77.084.7,"город Москва, 1-й Тружеников переулок, дом 18 (ГКОУ ""Школа №2124"")",0,0,0,0,0,0,0,0
Москва,Список,77.084.8,"город Москва, Зубовский проезд, дом 2, корпус 1 (РОО ВВАУ ВК ""Объединение воинов-интернационалистов"")",0,0,0,0,0,0,0,0
Москва,Список,77.084.9,"город Москва, Зубовский проезд, дом 2, корпус 1 (Местная организация ""Пресненская-Хамовники"" МГО ВОС)",0,0,0,0,0,0,0,0
Москва,Список,77.084.12,"город Москва, 2-я Фрунзенская улица, дом 7 (Совет ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.084.13,"город Москва, 2-я Фрунзенская улица, дом 7 (Совет ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.084.15,"город Москва, 3-я Фрунзенская улица, дом 3 (Совет ветеранов)",0,0,0,0,0,0,0,0
Москва,Список,77.084.17,"город Москва, улица Хамовнический Вал, дом 24 (ГБУ ""Жилищник района Хамовники"")",0,0,0,0,0,0,0,0
