Регион,Округ,Код участка,Адрес,Абаев Герман Борисович,Ящук Александр Михайлович,Лоев Семён Владимирович,Байр Марк Михайлович,Бредихин Антон Викторович,Данилова Анна Геннадьевна,Бабошина Алина Олеговна,ср
Москва,Список,77.086.18,"город Москва, Ташкентская улица, дом 18, корпус 3 (ГБОУ Школа № 1420)",0,165,0,0,0,162,0,"46,71428571"
Москва,Список,77.091.12,"город Москва, Батайский проезд, дом 21 (ГБОУ города Москвы ""Школа ""Марьино"" имени маршала авиации А.Е. Голованова"")",0,164,0,0,0,163,0,"46,71428571"
Москва,Список,77.061.46,"город Москва, Отрадная улица, дом 11Б (ГБОУ ""Школа № 950"")",1,162,0,0,0,162,1,"46,57142857"
Москва,Список,77.088.13,"город Москва, Зеленодольская улица, дом 33, корпус 2 (ГБОУ города Москвы ""Школа № 1208 имени Героя Советского Союза М.С.Шумилова"")",0,163,0,0,0,163,0,"46,57142857"
Москва,Список,77.044.12,"город Москва, Фестивальная улица, дом 4, корпус 2 (Общежитие ""Лайнер"" ФГБОУ ВПО МГТУ ГА)",65,0,65,65,65,0,65,"46,42857143"
Москва,Список,77.091.64,"город Москва, Белореченская улица, дом 36, корпус 1 (ГБОУ города Москвы ""Школа № 1987"")",0,162,0,0,0,162,0,"46,28571429"
Москва,Список,77.064.23,"город Москва, Осташковская улица, дом 30, корпус 2 (Структурное подразделение №10 ГБОУ Школа № 283)",1,161,0,0,0,161,0,"46,14285714"
Москва,Список,77.086.1,"город Москва, улица Хлобыстова, дом 14, корпус 3 (ГБОУ Школа № 329)",1,158,1,1,1,159,1,46
Москва,Список,77.086.14,"город Москва, Рязанский проспект, дом 82, корпус 4 (ГБОУ Школа № 1363)",1,159,1,1,0,159,1,46
Москва,Список,77.088.6,"город Москва, Зеленодольская улица, дом 32, корпус 6, строение 7 (ГБОУ города Москвы ""Школа на Юго-Востоке имени Маршала В.И.Чуйкова"")",0,161,0,0,0,161,0,46
Москва,Список,77.091.39,"город Москва, Мячковский бульвар, дом 10, корпус 2 (ГБОУ города Москвы ""Марьинская школа № 1566 памяти Героев Сталинградской битвы"")",1,159,1,1,1,158,1,46
Москва,Список,77.054.39,"город Москва, Шенкурский проезд, дом 15 (ГБОУ г.Москвы ""Школа №953"", шк. корп. №1)",0,160,0,0,0,160,1,"45,85714286"
Москва,Список,77.054.28,"город Москва, Мурановская улица, дом 10Г (ГБОУ г.Москвы ""Школа № 1412"", шк. отд. №3)",0,160,0,0,0,160,0,"45,71428571"
Москва,Список,77.091.10,"город Москва, Батайский проезд, дом 21 (ГБОУ города Москвы ""Школа ""Марьино"" имени маршала авиации А.Е. Голованова"")",0,160,0,0,0,160,0,"45,71428571"
Москва,Список,77.091.23,"город Москва, улица Перерва, дом 44 (ГБОУ города Москвы ""Школа № 2087 ""Открытие"")",0,160,0,0,0,160,0,"45,71428571"
Москва,Список,77.086.3,"город Москва, улица Хлобыстова, дом 14, корпус 3 (ГБОУ Школа № 329)",0,158,0,0,0,158,3,"45,57142857"
Москва,Список,77.086.13,"город Москва, Рязанский проспект, дом 82, корпус 4 (ГБОУ Школа № 1363)",0,159,0,0,0,159,0,"45,42857143"
Москва,Список,77.087.7,"город Москва, 5-й квартал Капотня, дом 28 (ГБОУ г. Москвы ""Школа в Капотне"")",2,155,1,1,2,155,2,"45,42857143"
Москва,Список,77.032.6,"город Москва, город Зеленоград, корпус 828 (совет ветеранов)",63,0,62,64,64,0,63,"45,14285714"
Москва,Список,77.086.27,"город Москва, Ташкентская улица, дом 21, корпус 2 (ГБОУ Школа № 1420)",0,157,0,0,0,157,0,"44,85714286"
Москва,Список,77.049.11,"город Москва, Фестивальная улица, дом 69 (ГБОУ г.Москвы «Школа № 1590 имени Героя Советского Союза В.В.Колесника»)",4,0,77,77,77,0,77,"44,57142857"
Москва,Список,77.091.31,"город Москва, Люблинская улица, дом 173 (ГБОУ города Москвы ""Марьинская школа № 1566 памяти Героев Сталинградской битвы"")",1,155,0,0,0,155,0,"44,42857143"
Москва,Список,77.091.46,"город Москва, Мячковский бульвар, дом 7, корпус 2 (ГБОУ города Москвы ""Школа № 1357 ""На Братиславской"")",0,155,0,0,0,155,1,"44,42857143"
Москва,Список,77.090.17,"город Москва, Тихорецкий бульвар, дом 10 (Государственное бюджетное образовательное учреждение города Москвы ""Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова"")",0,155,0,0,0,155,0,"44,28571429"
Москва,Список,77.088.4,"город Москва, Волгоградский проспект, дом 103, корпус 6 (ГБОУ города Москвы ""Школа № 825"")",0,154,0,1,0,154,0,"44,14285714"
Москва,Список,77.086.8,"город Москва, Ферганская улица, дом 7 (ГБОУ Школа № 1363)",0,153,0,0,0,153,1,"43,85714286"
Москва,Список,77.091.50,"город Москва, Мячковский бульвар, дом 25 (ГБОУ города Москвы ""Школа № 1357 ""На Братиславской"")",1,153,0,0,0,153,0,"43,85714286"
Москва,Список,77.031.7,"город Москва, город Зеленоград, корпус 1424 (нежилое помещение №2)",63,1,62,60,59,0,61,"43,71428571"
Москва,Список,77.086.33,"город Москва, Ферганский проезд, дом 10, корпус 4 (ГБОУ Школа № 1393)",0,153,0,0,0,153,0,"43,71428571"
Москва,Список,77.090.20,"город Москва, Тихорецкий бульвар, дом 8А (Государственное бюджетное образовательное учреждение города Москвы ""Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова"")",0,153,0,0,0,153,0,"43,71428571"
Москва,Список,77.090.37,"город Москва, Люблинская улица, дом 149 стр. 1 (ГБУК г.Москвы ""Культурный центр имени И.М.Астахова"")",1,152,0,0,0,151,2,"43,71428571"
Москва,Список,77.040.26,"город Москва, Солнечногорский проезд, дом 7 (школа №1159, 1 этаж)",61,0,61,61,61,0,61,"43,57142857"
Москва,Список,77.091.54,"город Москва, Перервинский бульвар, дом 10, корпус 2 (ГБОУ города Москвы ""Школа № 1357 ""На Братиславской"")",0,153,0,0,0,152,0,"43,57142857"
Москва,Список,77.086.46,"город Москва, Привольная улица, дом 37 (ГБОУ Школа № 1460)",0,151,0,0,1,152,0,"43,42857143"
Москва,Список,77.090.44,"город Москва, улица Верхние Поля, дом 47, корпус 1 (Государственное бюджетное образовательное учреждение города Москвы Школа № 1357 ""На ""Братиславской"")",0,151,0,0,1,151,0,"43,28571429"
Москва,Список,77.091.66,"город Москва, Белореченская улица, дом 45, корпус 2 (ГБОУ города Москвы ""Школа № 1547"")",1,151,0,0,0,151,0,"43,28571429"
Москва,Список,77.086.12,"город Москва, Ташкентская улица, дом 6 (ГБОУ Школа № 1363)",1,150,0,0,0,149,1,43
Москва,Список,77.091.25,"город Москва, Батайский проезд, дом 45 (ГБОУ города Москвы ""Школа № 1394 ""На набережной"")",0,150,0,0,0,149,1,"42,85714286"
Москва,Список,77.091.29,"город Москва, Люблинская улица, дом 173 (ГБОУ города Москвы ""Марьинская школа № 1566 памяти Героев Сталинградской битвы"")",0,150,0,0,0,150,0,"42,85714286"
Москва,Список,77.038.4,"город Москва, 2-я Радиаторская улица, дом 9 (ГБОУ г. Москвы  ""Школа №2099"")",60,0,60,58,60,0,60,"42,57142857"
Москва,Список,77.091.3,"город Москва, Новочеркасский бульвар, дом 19 (ГБОУ города Москвы ""Школа № 491 ""Марьино"")",0,149,0,0,0,149,0,"42,57142857"
Москва,Список,77.031.12,"город Москва, город Зеленоград, корпус 1455 (нежилое помещение №2)",57,4,57,58,56,5,60,"42,42857143"
Москва,Список,77.086.29,"город Москва, Ферганский проезд, дом 10, корпус 5 (ГБОУ Школа № 1393)",0,149,0,0,0,147,1,"42,42857143"
Москва,Список,77.090.36,"город Москва, Люблинская улица, дом 125А, строение 1 (ГБУ ТЦСО ""Марьино"" Филиал Люблино)",0,148,0,0,1,148,0,"42,42857143"
Москва,Список,77.086.19,"город Москва, Ташкентская улица, дом 26, корпус 2, строение 1 (ПОУ ""УСЦ ООГО ""ДОСААФ России ЮВАО г. Москвы"")",0,148,0,0,0,148,0,"42,28571429"
Москва,Список,77.086.26,"город Москва, Ташкентская улица, дом 21, корпус 2 (ГБОУ Школа № 1420)",1,148,0,0,0,147,0,"42,28571429"
Москва,Список,77.091.62,"город Москва, Белореченская улица, дом 36, корпус 2 (ГБОУ города Москвы ""Школа № 1987"")",2,145,1,1,1,145,1,"42,28571429"
Москва,Список,77.061.44,"город Москва, улица Декабристов, дом 40 (ГБОУ ""Школа № 950"")",2,188,21,21,21,21,21,"42,14285714"
Москва,Список,77.090.7,"город Москва, Спортивный проезд, дом 3А (Государственное бюджетное образовательное учреждение города Москвы ""Школа № 2121 имени Маршала Советского Союза С.К. Куркоткина"")",1,145,0,1,0,146,2,"42,14285714"
Москва,Список,77.090.22,"город Москва, Тихорецкий бульвар, дом 8А (Государственное бюджетное образовательное учреждение города Москвы ""Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова"")",0,147,0,0,0,147,0,42
Москва,Список,77.091.18,"город Москва, Батайский проезд, дом 45 (ГБОУ города Москвы ""Школа № 1394 ""На набережной"")",0,147,0,0,0,147,0,42
Москва,Список,77.091.63,"город Москва, Белореченская улица, дом 36, корпус 2 (ГБОУ города Москвы ""Школа № 1987"")",1,146,0,0,0,146,1,42
Москва,Список,77.045.1,"город Москва, 4-я улица Новосёлки, дом 2 (управа Молжаниновского района)",58,2,59,58,58,0,58,"41,85714286"
Москва,Список,77.086.37,"город Москва, Пронская улица, дом 4, корпус 1 (ГБОУ Школа № 1359)",0,146,0,0,0,145,2,"41,85714286"
Москва,Список,77.071.18,"город Москва, Туристская улица, дом 16, корпус 2 (ГБОУ Школа №1286)",59,0,58,58,59,0,58,"41,71428571"
Москва,Список,77.086.32,"город Москва, Ферганский проезд, дом 10, корпус 4 (ГБОУ Школа № 1393)",0,146,0,0,0,146,0,"41,71428571"
Москва,Список,77.091.59,"город Москва, улица Верхние Поля, дом 30 (ГБОУ города Москвы ""Школа № 1357 ""На Братиславской"")",0,145,0,0,0,145,2,"41,71428571"
Москва,Список,77.086.11,"город Москва, Ташкентская улица, дом 6 (ГБОУ Школа № 1363)",0,145,0,0,0,145,1,"41,57142857"
Москва,Список,77.090.27,"город Москва, Белореченская улица, дом 8 (Государственное бюджетное образовательное учреждение города Москвы ""Школа № 2010 имени Героя Советского Союза М.П. Судакова"")",1,143,1,1,1,143,1,"41,57142857"
Москва,Список,77.087.4,"город Москва, 2-й квартал Капотня, дом 20А (ГБУК г. Москвы ""ДК ""Капотня"")",1,143,0,0,1,143,2,"41,42857143"
Москва,Список,77.088.37,"город Москва, улица Юных Ленинцев, дом 68 (ГБОУ города Москвы ""Школа на Юго-Востоке имени Маршала В.И.Чуйкова"")",0,145,0,0,0,145,0,"41,42857143"
Москва,Список,77.091.47,"город Москва, Мячковский бульвар, дом 21 (ГБОУ города Москвы ""Школа № 1547"")",1,144,0,1,0,144,0,"41,42857143"
Москва,Список,77.091.26,"город Москва, Батайский проезд, дом 47 (ГБОУ города Москвы ""Школа № 1394 ""На набережной"")",0,144,0,0,0,144,0,"41,14285714"
Москва,Список,77.090.33,"город Москва, Краснодарская улица, дом 11 (Негосударственное частное учреждение  образовательная организация Средняя образовательная школа ""Карьера"")",0,143,0,0,0,143,0,"40,85714286"
Москва,Список,77.091.57,"город Москва, Перервинский бульвар, дом 10, корпус 1 (ГБОУ города Москвы ""Школа № 1357 ""На Братиславской"")",0,142,0,0,0,142,1,"40,71428571"
Москва,Список,77.086.7,"город Москва, Ферганская улица, дом 7 (ГБОУ Школа № 1363)",0,142,0,0,0,142,0,"40,57142857"
Москва,Список,77.086.28,"город Москва, Самаркандский бульвар, дом 28, корпус 2 (ГБОУ Школа № 1420)",0,142,0,0,0,142,0,"40,57142857"
Москва,Список,77.090.16,"город Москва, Краснодарская улица, дом 45/11 (Государственное бюджетное образовательное учреждение города Москвы ""Школа № 2121 имени Маршала Советского Союза С.К. Куркоткина"")",0,141,0,0,0,141,1,"40,42857143"
Москва,Список,77.091.56,"город Москва, Перервинский бульвар, дом 10, корпус 1 (ГБОУ города Москвы ""Школа № 1357 ""На Братиславской"")",0,141,0,0,0,141,1,"40,42857143"
Москва,Список,77.088.38,"город Москва, улица Юных Ленинцев, дом 68 (ГБОУ города Москвы ""Школа на Юго-Востоке имени Маршала В.И.Чуйкова"")",0,141,0,0,0,141,0,"40,28571429"
Москва,Список,77.091.15,"город Москва, Батайский проезд, дом 23 (ГБОУ города Москвы ""Школа ""Марьино"" имени маршала авиации А.Е. Голованова"")",0,141,0,0,0,141,0,"40,28571429"
Москва,Список,77.088.35,"город Москва, улица Юных Ленинцев, дом 48, корпус 2 (ГБОУ города Москвы ""Школа № 641 имени Сергея Есенина"")",1,137,1,1,1,137,1,"39,85714286"
Москва,Список,77.091.38,"город Москва, Новомарьинская улица, дом 7, корпус 2 (ГБОУ города Москвы ""Марьинская школа № 1566 памяти Героев Сталинградской битвы"")",1,137,1,1,1,137,1,"39,85714286"
Москва,Список,77.087.6,"город Москва, 3-й квартал Капотня, дом 24 (ГБОУ г. Москвы ""Школа в Капотне"")",1,136,0,1,1,137,2,"39,71428571"
Москва,Список,77.091.69,"город Москва, Перервинский бульвар, дом 5, корпус 3 (ГБОУ города Москвы ""Школа № 1423"")",1,138,0,0,0,139,0,"39,71428571"
Москва,Список,77.086.2,"город Москва, улица Хлобыстова, дом 14, корпус 3 (ГБОУ Школа № 329)",0,138,0,0,0,138,1,"39,57142857"
Москва,Список,77.091.58,"город Москва, улица Верхние Поля, дом 30 (ГБОУ города Москвы ""Школа № 1357 ""На Братиславской"")",0,138,0,0,0,138,0,"39,42857143"
Москва,Список,77.091.28,"город Москва, Батайский проезд, дом 47 (ГБОУ города Москвы ""Школа № 1394 ""На набережной"")",1,137,0,0,0,137,0,"39,28571429"
Москва,Список,77.086.35,"город Москва, Ферганский проезд, дом 5, корпус 2 (ГБОУ Школа № 1363)",0,136,0,0,0,136,0,"38,85714286"
Москва,Список,77.071.7,"город Москва, улица Геров Панфиловцев, дом 35, корпус 2 (ГБОУ Школа №827)",55,0,54,54,53,0,55,"38,71428571"
Москва,Список,77.091.16,"город Москва, улица Маршала Голованова, дом 9 (ГБОУ города Москвы ""Школа № 1394 ""На набережной"")",0,135,0,0,0,135,0,"38,57142857"
Москва,Список,77.088.25,"город Москва, Зеленодольская улица, дом 41, корпус 3 (ГБОУ города Москвы ""Школа ""Кузьминки"")",0,133,1,0,0,133,0,"38,14285714"
Москва,Список,77.088.10,"город Москва, Зеленодольская улица, дом 33, корпус 3 (ГБОУ города Москвы ""Школа № 1208 имени Героя Советского Союза М.С.Шумилова"")",0,132,0,0,0,132,2,38
Москва,Список,77.121.25,"город Москва, Ясеневая улица, дом 35, корпус 2 (здание ГБОУ Школа № 896)",53,0,53,53,53,0,53,"37,85714286"
Москва,Список,77.038.6,"город Москва, Ленинградское шоссе, дом 56А (ГБОУ дополнительного професиионального образования города Москвы ""Центр патриотического воспитания и школьного спорта"")",54,0,48,54,54,0,54,"37,71428571"
Москва,Список,77.068.8,"город Москва, Юровская улица, дом 99 (ГБОУ ""Школа №1298"" ""Профиль Куркино"")",50,2,53,53,53,0,53,"37,71428571"
Москва,Список,77.073.23,"город Москва, бульвар Генерала Карбышева, дом 10, корпус 4 (ГБОУ Школа № 1515)",166,17,16,16,16,16,16,"37,57142857"
Москва,Список,77.086.10,"город Москва, Ташкентская улица, дом 6 (ГБОУ Школа № 1363)",1,131,0,0,0,131,0,"37,57142857"
Москва,Список,77.086.9,"город Москва, Ферганская улица, дом 7 (ГБОУ Школа № 1363)",0,131,0,0,0,131,0,"37,42857143"
Москва,Список,77.087.8,"город Москва, 5-й квартал Капотня, дом 28 (ГБОУ г. Москвы ""Школа в Капотне"")",0,131,0,0,0,130,1,"37,42857143"
Москва,Список,77.071.23,"город Москва, бульвар Яна Райниса, дом 4, корпус 2 (ГБОУ Школа №1286)",53,1,52,51,51,0,52,"37,14285714"
Москва,Список,77.073.21,"город Москва, улица Народного Ополчения, дом 32 (МТУСИ)",249,2,2,1,1,1,4,"37,14285714"
Москва,Список,77.088.8,"город Москва, улица Фёдора Полетаева, дом 2, корпус 7 (ГБПОУ города Москвы ""Педагогический колледж № 10"")",0,130,0,0,0,129,0,37
Москва,Список,77.033.5,"город Москва, город Зеленоград, корпус 107Б (Совет ветеранов)",51,1,51,51,51,1,51,"36,71428571"
Москва,Список,77.090.5,"город Москва, Краснодонская улица, дом 2, корпус 4 (Государственное бюджетное образовательное учреждение города Москвы ""Школа имени Ф.М. Достоевского"")",1,126,0,0,0,126,0,"36,14285714"
Москва,Список,77.071.16,"город Москва, Планерная улица, дом 5, корпус 2 (ГБОУ Школа №883)",50,0,50,51,51,0,50,36
Москва,Список,77.030.20,"город Москва, город Зеленоград, корпус 1137 (Совет Ветеранов)",50,1,49,49,49,1,49,"35,42857143"
Москва,Список,77.086.30,"город Москва, Ферганский проезд, дом 10, корпус 5 (ГБОУ Школа № 1393)",0,123,0,0,0,123,0,"35,14285714"
Москва,Список,77.120.13,"город Москва, Шипиловская улица, дом 27,  корпус 2 (ГБОУ г. Москвы ""Школа №426"")",50,1,50,48,47,0,50,"35,14285714"
Москва,Список,77.040.6,"город Москва, Авангардная улица, дом 5 (колледж, 1 этаж)",49,1,49,49,47,1,49,35
Москва,Список,77.061.6,"город Москва, улица Санникова, дом 3, корпус 3 (ГБОУ ""Школа № 962"")",1,120,1,0,1,120,0,"34,71428571"
Москва,Список,77.111.13,"город Москва, Булатниковская улица, дом 1А (ГБОУ ""Школа № 667 им. Героя Советского Союза К.Я. Самсонова"")",48,2,48,48,47,0,49,"34,57142857"
Москва,Список,77.073.10,"город Москва, улица Мнёвники, дом 4 (ГБПОУ СКИСиГ)",237,0,0,1,0,0,1,"34,14285714"
Москва,Список,77.071.31,"город Москва, улица Свободы, дом 81, корпус 1 (ГБОУ Лицей №1571)",48,0,47,48,47,0,48,34
Москва,Список,77.038.3,"город Москва, 2-я Радиаторская улица, дом 9 (ГБОУ г. Москвы  ""Школа №2099"")",50,0,36,49,50,0,50,"33,57142857"
Москва,Список,77.069.43,"город Москва, Митинская улица, дом 14 (ГБОУ города Москвы ""Школа№ 1538"")",233,1,0,0,0,1,0,"33,57142857"
Москва,Список,77.091.65,"город Москва, Белореченская улица, дом 36, корпус 1 (ГБОУ города Москвы ""Школа № 1987"")",1,115,1,1,1,115,1,"33,57142857"
Москва,Список,77.121.22,"город Москва, Воронежская улица, дом 26, корпус 4 (здание ГБОУ Школа № 896)",46,2,45,45,45,1,46,"32,85714286"
Москва,Список,77.127.36,"город Москва, город Троицк, Сиреневый бульвар, дом 1 (МАУК ""Троицкий центр культуры и творчества"")",33,33,34,32,32,33,32,"32,71428571"
Москва,Список,77.070.11,"город Москва, улица Долгова, дом 12 (ГБУДО г. Москвы ""ДХШ №4"")",222,1,0,1,0,0,2,"32,28571429"
Москва,Список,77.086.41,"город Москва, Привольная улица, дом 17, корпус 1 (ГБОУ Школа № 1359)",1,111,1,1,1,109,1,"32,14285714"
Москва,Список,77.061.51,"город Москва, Алтуфьевское шоссе, дом 12, корпус 1 (ГБОУ ""Школа № 962"")",32,32,32,32,32,32,32,32
Москва,Список,77.111.20,"город Москва, Востряковский проезд, дом 5, корпус 1, кв. 4 (общественная организация ""Совет ветеранов"")",60,0,30,53,20,1,60,32
Москва,Список,77.122.26,"город Москва, Севанская улица, дом 13, корпус 2 (ГБОУ города Москвы ""Школа № 868"")",46,2,44,44,42,1,44,"31,85714286"
Москва,Список,77.069.2,"город Москва, Уваровский переулок, дом 8 (ГБОУ г. Москвы ""Лицей № 1564 им. Героя Советского Союза А.П. Белобородова"")",218,1,0,0,0,0,3,"31,71428571"
Москва,Список,77.072.42,"город Москва, Таллинская улица, дом 20, корпус 4 (ГБОУ города Москвы ""Школа № 1619 имени М.И. Цветаевой"")",222,0,0,0,0,0,0,"31,71428571"
Москва,Список,77.040.14,"город Москва, Флотская улица, дом 60 (гимназия №1583, 2 этаж)",44,0,44,44,44,0,45,"31,57142857"
Москва,Список,77.052.7,"город Москва, Инженерная улица, дом 16 (ГБОУ Школа № 305)",9,168,8,9,8,8,9,"31,28571429"
Москва,Список,77.073.9,"город Москва, Карамышевская набережная, дом 54, корпус 2 (ГБОУ Школа № 1517)",210,1,1,1,1,1,4,"31,28571429"
Москва,Список,77.044.5,"город Москва, Смольная улица, дом 51, корпус 1 (ООО ""ДЕЗ Левобережный"")",43,0,43,42,43,0,44,"30,71428571"
Москва,Список,77.090.29,"город Москва, Судакова улица, дом 29 (Государственное бюджетное образовательное учреждение города Москвы ""Школа на Юго-Востоке имени Маршала В.И. Чуйкова"")",0,106,0,0,0,106,1,"30,42857143"
Москва,Список,77.069.1,"город Москва, Уваровский переулок, дом 8 (ГБОУ г. Москвы ""Лицей № 1564 им. Героя Советского Союза А.П. Белобородова"")",209,1,1,0,0,0,1,"30,28571429"
Москва,Список,77.115.7,"город Москва, Ореховый бульвар, дом 35, корпус 3 (ГБОУ Школа № 1569 ""Созвездие"")",41,1,42,41,41,1,40,"29,57142857"
Москва,Список,77.069.23,"город Москва, улица Барышиха, дом 32 (ГБОУ города Москвы ""Школа № 1747"")",198,1,1,2,1,1,1,"29,28571429"
Москва,Список,77.049.6,"город Москва, Фестивальная улица, дом 69 (ГБОУ г.Москвы «Школа № 1590 имени Героя Советского Союза В.В.Колесника»)",41,0,40,40,40,0,40,"28,71428571"
Москва,Список,77.068.4,"город Москва, Родионовская улица, дом 8 (ГБОУ ""Школа №2005"")",39,0,41,40,40,1,40,"28,71428571"
Москва,Список,77.069.51,"город Москва, Пятницкое шоссе, дом 21а",201,0,0,0,0,0,0,"28,71428571"
Москва,Список,77.073.8,"город Москва, Карамышевская набережная, дом 54, корпус 2 (ГБОУ Школа № 1517)",200,0,0,0,0,0,0,"28,57142857"
Москва,Список,77.069.29,"город Москва, улица Барышиха, дом 42, корпус 2 (ГБОУ города Москвы ""Школа № 1358"")",199,0,0,0,0,0,0,"28,42857143"
Москва,Список,77.069.40,"город Москва, Пятницкое шоссе, дом 21а (ГБОУ города Москвы ""Школа № 1190"")",193,1,1,1,1,0,1,"28,28571429"
Москва,Список,77.069.4,"город Москва, Волоцкой переулок, дом 15, корпус 2 (Московский государственный театральный колледж им. Л.А. Филатова)",197,0,0,0,0,0,0,"28,14285714"
Москва,Список,77.069.46,"город Москва, Пятницкое шоссе, дом 16, корпус 5 (ГБОУ города Москвы ""Школа № 1538"")",197,0,0,0,0,0,0,"28,14285714"
Москва,Список,77.072.39,"город Москва, Таллинская улица, дом 16, корпус 4 (ГБОУ города Москвы ""Школа №1155"")",195,0,0,0,0,1,1,"28,14285714"
Москва,Список,77.069.7,"город Москва, Пенягинская улица, дом 14 (ГБОУ города Москвы ""Школа № 1544)",190,1,1,1,1,1,1,28
Москва,Список,77.071.22,"город Москва, бульвар Яна Райниса, дом 4, корпус 2 (ГБОУ Школа №1286)",39,1,38,40,38,0,40,28
Москва,Список,77.070.9,"город Москва, Тушинская улица, дом 2 (ГБОУ Школа №830)",190,1,1,1,0,1,1,"27,85714286"
Москва,Список,77.073.6,"город Москва, Карамышевская набережная, дом 38 (ГБОУ Школа № 1517)",189,1,1,1,1,1,1,"27,85714286"
Москва,Список,77.069.12,"город Москва, Дубравная улица, дом 41, корпус 4 (ГБОУ города Москвы ""Школа № 1900"")",189,1,0,0,2,0,2,"27,71428571"
Москва,Список,77.075.23,"город Москва, Аэродромная улица, дом 9 (ГБОУ ""Школа №2097"")",190,2,0,0,0,1,0,"27,57142857"
Москва,Список,77.069.27,"город Москва, улица Барышиха, дом 42, корпус 1 (ГБОУ города Москвы ""Школа № 1358"")",187,0,0,0,1,0,3,"27,28571429"
Москва,Список,77.069.6,"город Москва, улица Генерала Белобородова, дом 22 (ГБОУ г. Москвы ""Лицей № 1564 им. Героя Советского Союза А.П. Белобородова"")",181,0,1,1,2,1,4,"27,14285714"
Москва,Список,77.069.22,"город Москва, улица Барышиха, дом 32 (ГБОУ города Москвы ""Школа № 1747"")",187,0,0,0,0,1,2,"27,14285714"
Москва,Список,77.069.34,"город Москва, Митинская улица, дом 48, корпус 2 (ГБОУ города Москвы ""Школа № 1191"")",189,0,1,0,0,0,0,"27,14285714"
Москва,Список,77.048.8,"город Москва, Тимирязевская улица, дом 28 (ГБОУ ДО г.Москвы ""Центр развития творчества детей и юношества ""Гермес"" Гермес на Тимирязеской)",1,1,182,2,1,1,1,27
Москва,Список,77.064.13,"город Москва, улица Грекова, дом 11Б (Учебный корпус №3 ГБОУ Школа №1506)",0,189,0,0,0,0,0,27
Москва,Список,77.054.30,"город Москва, Шенкурский проезд, дом 4А (ГБОУ г. Москвы ""Школа № 953"", шк. корп. №2)",0,186,0,0,1,0,1,"26,85714286"
Москва,Список,77.069.24,"город Москва, Митинская улица, дом 45, корпус 3 (ГБПОУ ПК № 18)",187,0,0,0,0,1,0,"26,85714286"
Москва,Список,77.057.12,"город Москва, 2-я Напрудная улица, дом 17 (ГБОУ Школа №1955)",1,0,0,185,0,1,0,"26,71428571"
Москва,Список,77.069.35,"город Москва, Митинская улица, дом 48, корпус 2 (ГБОУ города Москвы ""Школа № 1191"")",185,1,0,0,0,0,1,"26,71428571"
Москва,Список,77.070.6,"город Москва, улица Свободы, дом 5/5 (Совет ветеранов)",186,1,0,0,0,0,0,"26,71428571"
Москва,Список,77.073.24,"город Москва, бульвар Генерала Карбышева, дом 10, корпус 4 (ГБОУ Школа № 1515)",187,0,0,0,0,0,0,"26,71428571"
Москва,Список,77.049.12,"город Москва, Фестивальная улица, дом 67 (ГБУК г.Москвы ЦБС САО библиотека № 27)",37,0,37,37,37,1,37,"26,57142857"
Москва,Список,77.058.4,"город Москва, Ботаническая улица, дом 11А (ГБОУ ""Школа № 1494"" СП начальная школа)",4,1,1,177,1,1,1,"26,57142857"
Москва,Список,77.069.30,"город Москва, Пятницкое шоссе, дом 45, корпус 2 (ГБОУ города Москвы ""Школа № 1358"")",185,0,0,0,0,0,1,"26,57142857"
Москва,Список,77.069.39,"город Москва, Пятницкое шоссе, дом 21а (ГБОУ города Москвы ""Школа № 1190"")",184,1,0,0,0,0,1,"26,57142857"
Москва,Список,77.036.16,"город Москва, Дубнинская улица, дом 59 (ГБОУ ""Школа № 183"")",1,2,177,1,1,1,2,"26,42857143"
Москва,Список,77.070.7,"город Москва, Тушинская улица, дом 2 (ГБОУ Школа №830)",182,2,0,0,0,0,1,"26,42857143"
Москва,Список,77.072.17,"город Москва, улица Исаковского, дом 29, корпус 1 (ГБОУ города Москвы ""Школа № 1302"")",184,0,0,0,0,0,1,"26,42857143"
Москва,Список,77.069.38,"город Москва, Митинская улица, дом 46, корпус 2 (ГБОУ города Москвы ""Школа № 1191"")",183,0,0,0,0,0,1,"26,28571429"
Москва,Список,77.075.32,"город Москва, улица Василия Петушкова, дом 23, корпус 1 (ГБОУ ""Школа №2097"")",182,1,0,0,0,0,0,"26,14285714"
Москва,Список,77.039.22,"город Москва, Дубнинская улица, дом 36А (ГБОУ города Москвы ""Школа №222"", корпус №2, 1 этаж, каб. музыкальной студии)",1,0,181,0,0,0,0,26
Москва,Список,77.052.9,"город Москва, Бибиревская улица, дом 5 (ГБОУ Школа № 1370)",0,181,0,0,0,0,1,26
Москва,Список,77.069.25,"город Москва, Митинская улица, дом 45, корпус 3 (ГБПОУ ПК № 18)",180,1,0,0,0,0,1,26
Москва,Список,77.069.31,"город Москва, Пятницкое шоссе, дом 45, корпус 2 (ГБОУ города Москвы ""Школа № 1358"")",178,0,0,2,0,1,1,26
Москва,Список,77.061.40,"город Москва, Отрадная улица, дом 1А (ГБОУ ""Школа № 950"")",1,178,0,0,0,0,2,"25,85714286"
